_ID_,_VAL_
659,1
660,1
661,1
662,0
664,1
666,0
668,0
673,1
674,1
675,1
678,1
683,0
684,0
685,0
686,1
687,1
689,1
694,0
705,1
706,1
709,0
711,1
712,1
713,1
720,0
723,1
725,1
727,1
733,0
734,1
737,0
738,0
739,1
741,0
742,1
746,1
747,0
748,1
752,1
755,1
758,0
760,1
761,1
762,1
764,1
766,1
768,1
769,1
770,0
774,1
775,1
776,1
778,0
779,1
781,1
782,0
783,0
784,1
785,1
788,0
790,1
792,1
793,0
795,1
796,0
797,0
798,1
800,1
801,1
803,1
805,0
806,0
807,1
810,1
813,1
816,0
818,0
821,1
822,0
824,0
825,1
827,0
829,1
831,1
832,1
833,1
835,1
837,1
838,1
841,1
843,0
844,0
845,0
846,1
848,1
849,0
852,0
853,1
854,1
855,1
856,1
860,0
862,1
863,1
864,0
867,1
868,1
869,1
872,1
874,1
875,0
877,1
879,0
880,1
881,0
882,0
883,0
888,1
891,0
892,1
893,0
894,0
895,1
897,0
898,1
899,1
900,1
904,1
908,1
909,1
910,0
915,0
916,0
917,1
919,0
920,0
922,1
923,0
924,1
928,0
930,1
931,1
933,1
935,0
936,1
938,1
940,1
942,0
943,1
945,1
947,0
949,1
950,1
952,1
953,0
957,1
958,0
962,0
963,0
964,1
965,1
969,1
970,0
971,0
972,1
974,1
977,0
979,1
980,1
981,1
982,0
983,1
984,0
986,0
987,1
988,0
989,0
990,0
991,0
992,0
993,1
994,0
996,1
998,0
999,1
1003,0
1008,0
1009,0
1011,0
1015,0
1017,1
1018,0
1019,1
1021,0
1022,1
1023,1
1025,1
1027,1
1028,1
1030,0
1031,1
1033,1
1034,0
1036,1
1038,0
1043,1
1044,0
1045,1
1046,1
1049,0
1051,1
1059,0
1060,0
1062,1
1063,0
1064,0
1067,0
1069,0
1071,0
1072,1
1073,0
1074,0
1075,0
1078,0
1080,0
1081,0
1082,1
1083,0
1084,0
1087,1
1088,0
1089,0
1091,0
1092,0
1093,0
1094,0
1097,1
1099,0
1102,0
1111,0
1112,0
1114,0
1115,0
1118,0
1119,0
1120,0
1121,0
1123,0
1124,0
1126,0
1127,1
1131,0
1134,0
1136,0
1137,0
1138,0
1140,0
1146,1
1148,0
1150,0
1152,0
1155,0
1156,0
1157,0
1161,0
1163,0
1165,1
1166,0
1168,0
1169,1
1170,0
1171,0
1174,0
1178,1
1179,0
1182,0
1183,1
1184,0
1185,0
1187,0
1188,0
1189,0
1190,0
1191,1
1192,0
1193,0
1196,0
1198,0
1200,0
1202,0
1208,1
1209,0
1210,1
1212,0
1215,0
1222,0
1224,1
1226,1
1227,0
1228,0
1229,0
1230,0
1232,1
1239,0
1241,0
1242,1
1243,0
1245,0
1247,0
1249,0
1254,0
1258,0
1259,0
1264,0
1268,0
1269,0
1273,0
1275,1
1276,0
1277,0
1279,0
1280,0
1281,0
1282,0
1285,1
1291,0
1292,0
1293,0
1294,0
1296,1
1298,0
1301,1
1305,0
1306,0
1307,0
1308,0
1310,0
1311,0
1313,0
1319,0
1322,0
1323,0
1325,0
1327,1
1331,0
1334,0
1335,0
1336,1
1338,0
1341,0
1342,0
1343,1
1344,0
1345,0
1347,1
1349,0
1350,0
1351,0
1353,1
1354,0
1356,0
1358,0
1359,0
1361,0
1364,0
1366,0
1372,0
1375,0
1376,0
1380,1
1381,0
1382,0
1383,0
1384,0
1385,1
1386,0
1387,0
1389,0
1391,0
1392,0
1394,0
1395,0
1400,0
1402,0
1404,0
1405,0
1409,0
1414,0
1418,0
1419,0
1423,1
1425,0
1426,0
1427,0
1428,0
1429,1
1431,0
1432,0
1433,0
1435,0
1437,1
1438,0
1440,1
1444,0
1445,0
1446,1
1447,0
1450,1
1453,0
1455,1
1456,0
1457,0
1458,0
1459,0
1461,1
1462,0
1463,0
1464,0
1465,0
1466,0
1467,0
1470,1
1471,0
1474,0
1476,1
1483,1
1485,0
1487,0
1488,0
1489,0
1490,1
1492,0
1493,1
1497,0
1498,0
1499,1
1500,1
1502,0
1503,1
1504,0
1505,1
1506,0
1507,0
1508,0
1509,0
1511,1
1512,0
1513,0
1516,1
1519,1
1520,1
1522,0
1526,0
1527,0
1528,0
1530,0
1532,1
1533,1
1534,0
1535,0
1537,0
1540,1
1541,0
1542,0
1543,0
1548,0
1549,0
1551,0
1554,1
1556,1
1557,0
1558,0
1560,0
1561,0
1562,0
1563,0
1567,0
1568,1
1569,0
1571,0
1573,1
1575,0
1577,1
1579,1
1580,0
1582,0
1584,0
1586,1
1587,0
1588,0
1589,0
1590,0
1593,0
1597,0
1598,0
1599,1
1601,0
1604,0
1605,0
1606,0
1607,0
1614,1
1615,0
1616,0
1623,0
1624,0
1627,0
1629,0
1630,1
1632,0
1633,0
1634,0
1635,1
1638,1
1641,0
1642,1
1643,1
1644,0
1648,0
1650,0
1651,0
1654,0
1655,0
1656,0
1657,1
1658,0
1659,0
1660,0
1664,0
1667,0
1670,0
1672,0
1674,0
1675,0
1676,1
1677,1
1680,1
1684,0
1685,0
1687,0
1688,0
1689,1
1690,1
1691,1
1692,1
1693,0
1694,0
1696,0
1701,0
1702,0
1705,1
1706,0
1707,0
1708,0
1709,0
1713,0
1714,0
1715,0
1716,0
1717,0
1719,0
1721,0
1723,0
1725,0
1726,0
1727,0
1728,0
1729,1
1731,0
1732,0
1733,0
1734,0
1735,0
1737,0
1738,0
1741,0
1742,0
1743,0
1745,1
1746,0
1747,0
1748,0
1749,0
1750,0
1752,0
1754,0
1757,1
1759,0
1761,0
1762,0
1763,0
1766,0
1767,0
1771,0
1773,0
1774,0
1775,0
1776,0
1779,1
1780,0
1783,0
1784,0
1788,0
1789,0
1790,0
1791,0
1792,0
1795,0
1796,1
1797,1
1801,0
1802,0
1803,0
1805,0
1807,0
1808,0
1810,0
1811,0
1815,0
1817,0
1821,0
1822,0
1825,1
1826,0
1827,1
1829,0
1835,0
1840,0
1841,0
1843,0
1844,0
1845,1
1855,1
1857,0
1860,0
1861,0
1863,1
1864,0
1866,0
1867,1
1869,0
1872,1
1874,0
1878,0
1881,0
1883,0
1886,0
1888,1
1889,0
1891,0
1892,0
1893,1
1894,0
1896,1
1897,1
1899,1
1900,0
1901,0
1903,0
1904,0
1908,0
1911,0
1913,1
1914,1
1916,0
1917,0
1923,0
1924,0
1925,1
1926,0
1927,0
1928,1
1929,0
1930,0
1932,0
1935,0
1937,0
1938,0
1940,0
1941,0
1942,0
1943,1
