Id,SalePrice
1630,255461.55990293025
1631,130178.1860650752
1632,185717.2657558246
1633,205485.1096513291
1634,156757.54569638337
1635,192844.48060935372
1636,206662.63794893768
1637,212728.73365964298
1638,176724.56322808206
1639,408754.9949475985
1640,116643.55714643915
1641,170162.51559347459
1642,170629.35019726795
1643,128350.39090038273
1644,225922.43891902707
1645,121386.99285628532
1646,369162.3914349886
1647,177677.39855187733
1648,136987.85102698792
1649,148154.49668323158
1650,274091.2497298983
1651,283776.1072142294
1652,177123.76767537542
1653,201285.13882064464
1654,167728.80004352884
1655,121653.72289395683
1656,160977.08001789098
1657,263310.72084656
1658,293965.56100139295
1659,138000.0120736016
1660,300394.6973802352
1661,147173.7014218389
1662,161321.49667507925
1663,122443.23582285564
1664,143803.87334337409
1665,113569.0721383716
1666,192198.42133027955
1667,151943.48872397645
1668,138998.89285524798
1669,252510.9523687727
1670,146798.7067553833
1671,98242.04604440907
1672,170961.19160760916
1673,218031.90252249702
1674,144108.747085465
1675,143648.81638534318
1676,143688.00551859266
1677,210905.44391793775
1678,96727.0897265864
1679,221877.02009956315
1680,181919.50642377848
1681,218212.62534832832
1682,208340.358100007
1683,177355.69006556645
1684,120392.0664487742
1685,398494.9542550878
1686,113481.45336092454
1687,266602.49436504627
1688,102878.10907220394
1689,125523.17260703917
1690,200604.56799340917
1691,142640.48583129502
1692,333826.87600300455
1693,103818.86208043189
1694,124439.04088153249
1695,205304.1423369548
1696,100691.06737439228
1697,196649.13977933835
1698,200407.62366601825
1699,286118.84271895146
1700,136443.28670853388
1701,265236.88192029874
1702,101956.93353144631
1703,115149.48779826504
1704,121160.14869498256
1705,234857.74948351778
1706,231996.0049533616
1707,142587.28199071856
1708,151613.79452957842
1709,194257.95066595107
1710,219451.25936332354
1711,106876.6988800804
1712,272487.60062073
1713,179424.06775543262
1714,154521.00397677865
1715,143421.92754792256
1716,238639.58664117276
1717,192027.9722336092
1718,237833.2180156856
1719,213114.49318473364
1720,104844.8633836066
1721,164649.69692101178
1722,332046.00594602205
1723,146506.62884064054
1724,126137.1654002582
1725,99944.8826472328
1726,180989.10484934947
1727,184557.8964356651
1728,161153.82144887204
1729,116367.44337526664
1730,147774.53151676728
1731,260036.46293929327
1732,183762.1257878654
1733,294700.41747514275
1734,162038.34121548384
1735,126271.09463509459
1736,178424.40295254203
1737,224193.58922674903
1738,112253.7100502882
1739,389228.80665686907
1740,219023.31704928726
1741,226545.87704249274
1742,178198.86715137144
1743,200160.52077209073
1744,252430.63487903724
1745,187388.8574154092
1746,161234.7038345427
1747,176516.25312454405
1748,105724.99132673012
1749,121494.24345832416
1750,136383.4451305715
1751,243264.27962366704
1752,141745.85389851607
1753,147284.41806775072
1754,235520.0667616029
1755,168389.17590895653
1756,143003.00098843954
1757,144161.3482842011
1758,219555.5370812527
1759,174755.57645112742
1760,141408.56583669374
1761,146961.69899248413
1762,284259.99868961563
1763,228048.56747242325
1764,135406.5172442447
1765,263027.3912100887
1766,345304.7196907641
1767,254386.18150838034
1768,116408.74545922677
1769,109128.94774006984
1770,372911.61151341355
1771,180018.96605741663
1772,124632.8433200268
1773,121520.36323761981
1774,251060.38776258155
1775,168445.02947491527
1776,182005.7274870283
1777,244631.07470181576
1778,261234.08190425427
1779,272042.8182114583
1780,209265.05800828474
1781,345555.72275657795
1782,332604.59039489104
1783,259702.35941787437
1784,132008.61441100703
1785,243888.21184745475
1786,97452.58348167902
1787,282157.6599455785
1788,149727.22343809772
1789,179116.28617000344
1790,93421.40573667147
1791,139731.27103579105
1792,136471.57812526557
1793,294499.64658830053
1794,196122.04266494757
1795,185740.8351711227
1796,183237.38670266245
1797,372685.4301517714
1798,226757.67050571315
1799,209747.57631395527
1800,148316.33090584257
1801,226932.95433991286
1802,101656.74024539093
1803,95506.11574089219
1804,298444.4174618659
1805,106284.78354122282
1806,138669.30359514777
1807,131705.97176303386
1808,176765.38167333242
1809,178757.79020315464
1810,411726.6063686622
1811,319454.90165843593
1812,202489.12103193763
1813,95091.14708966673
1814,115926.89520929473
1815,150192.08031465675
1816,169701.56690161792
1817,163404.34076165152
1818,147935.74020457602
1819,135207.99744761977
1820,256025.34093375358
1821,142088.98328330778
1822,138597.69308774004
1823,211255.43949538033
1824,104487.26160665251
1825,187919.19582458556
1826,128535.77103860231
1827,166196.85115390396
1828,154875.3719620376
1829,143729.12432200342
1830,151651.6327359348
1831,179745.9705969555
1832,153587.78004923637
1833,122298.39912119335
1834,127601.87834977545
1835,216170.09710504246
1836,91588.9534151791
1837,136225.09398166937
1838,291837.34981319134
1839,368951.2191145381
1840,184890.6718761241
1841,141591.46585027932
1842,195072.72888303202
1843,209749.17011997654
1844,99071.0399527189
1845,218057.8503627649
1846,206370.2146354529
1847,101656.1559394664
1848,139096.92908205595
1849,204654.8535069616
1850,387097.8434593056
1851,122963.84075294748
1852,208007.77934569202
1853,107597.58474125495
1854,98720.17153764427
1855,108731.51026593972
1856,137485.02674529873
1857,130941.74872325774
1858,154673.34494274473
1859,107749.62866955309
1860,205830.19958751902
1861,220048.52389768203
1862,184838.3199080861
1863,106870.98174184769
1864,263765.5403410538
1865,175486.7347265462
1866,173861.06573264286
1867,133781.92485546513
1868,152770.3519225026
1869,268667.720552166
1870,301102.3984156939
1871,133768.7412973496
1872,136747.25321782962
1873,212763.9932384317
1874,116584.5648102542
1875,252384.74421076113
1876,189248.17854350037
1877,152397.46147697518
1878,224597.49686207625
1879,103825.74229912664
1880,139235.719205214
1881,204893.3369428988
1882,206783.88528125547
1883,124897.69453570627
1884,324880.55481075385
1885,146197.2903395406
1886,143180.5186066795
1887,241085.14679225298
1888,114507.89315256136
1889,191991.91095063568
1890,180262.18186440706
1891,102728.23393276431
1892,110327.55502162226
1893,129673.1529467805
1894,179274.17754559245
1895,91120.4183757383
1896,200856.72517505288
1897,114553.42171830178
1898,111798.71637734798
1899,96777.77155192092
1900,124601.50923206043
1901,411781.8977921993
1902,130751.29620102141
1903,150601.0793926937
1904,200454.60445444164
1905,216058.49110525483
1906,160132.52904427124
1907,202112.62600965158
1908,209426.45086543396
1909,121519.97344441974
1910,106993.19125428321
1911,107760.3352341507
1912,225724.36592378645
1913,193430.91658538106
1914,223414.6149846714
1915,156098.00973545862
1916,170747.869542101
1917,127889.89325598051
1918,190258.29033429534
1919,194890.30101166054
1920,113636.70822106188
1921,235619.5511815505
1922,151771.3812217572
1923,119882.72622219312
1924,160954.91860187548
1925,129712.65572638604
1926,187596.59828094256
1927,171530.6650420032
1928,153687.279026064
1929,259027.04633521475
1930,186599.81292926613
1931,230206.22083872822
1932,206613.63990377297
1933,141658.92280489358
1934,359255.745782946
1935,265954.2004449255
1936,133926.58911256617
1937,196025.86617616276
1938,394520.9654171831
1939,310258.30288901733
1940,117253.21826193912
1941,360619.9108168424
1942,352899.16309127683
1943,185251.2912697739
1944,164969.1607421456
1945,129988.06006266801
1946,140054.4817341585
1947,145862.65242023408
1948,174652.43996431615
1949,166400.01247855515
1950,98115.9181240383
1951,117820.91342433948
1952,148018.24715504135
1953,172635.45153476734
1954,145424.5892423017
1955,102153.17973973244
1956,84150.4134807972
1957,333203.29649440537
1958,171204.25552926614
1959,125085.55838100839
1960,120746.32633832753
1961,111762.38101023178
1962,213055.98077525097
1963,143700.17276700176
1964,239377.8049887193
1965,140799.68071195233
1966,134194.54860934737
1967,222798.13008311111
1968,176461.85762998054
1969,151889.868146634
1970,134511.20453368148
1971,151959.0601032301
1972,194031.88622845322
1973,128995.91333622161
1974,144007.62159981075
1975,93754.43675903553
1976,393881.29792656057
1977,185623.0649774064
1978,264398.8742338583
1979,190340.10482338068
1980,222751.46519339725
1981,96099.83815875484
1982,150695.5620696155
1983,160491.50358243598
1984,417101.0065658452
1985,273402.3019726737
1986,185812.3691331005
1987,125181.1612749523
1988,393324.00399645424
1989,90952.19780455179
1990,212121.21805077582
1991,192121.63237679872
1992,129388.23268324744
1993,112397.92691856652
1994,83959.4119943175
1995,210910.99968743618
1996,124264.65674297199
1997,193871.65052905475
1998,122061.18704005872
1999,145893.6138508324
2000,279903.8419375694
2001,367071.8707862291
2002,282244.4612769178
2003,230713.26529529743
2004,152148.11997309473
2005,189616.09103003898
2006,258846.76020069953
2007,168943.0480599371
2008,128992.04498988407
2009,124184.26638741029
2010,236854.66924170687
2011,146089.90582206845
2012,116929.52256110658
2013,278635.9241474538
2014,114379.5619543528
2015,260832.78165644233
2016,113164.16493214601
2017,141967.63131087262
2018,114418.10525125584
2019,183306.26143824178
2020,199476.3367662422
2021,158666.6903345259
2022,164523.38562014647
2023,113706.35108655678
2024,176366.35868088395
2025,254880.01627983764
2026,134584.71573920653
2027,351751.1828231369
2028,220651.62230502014
2029,293227.18550738576
2030,138868.06317215378
2031,149747.6310379046
2032,121548.4736913817
2033,205861.49327936897
2034,171533.55597213042
2035,115505.75488028125
2036,120096.13814528604
2037,157251.18820097102
2038,155642.38244931126
2039,161611.08045454606
2040,134232.4472015637
2041,179725.72115895947
2042,343985.4872450612
2043,118429.13767608149
2044,328844.729029596
2045,131189.04936808132
2046,351451.8011628148
2047,118234.81015106961
2048,136500.33165276027
2049,168994.84842272286
2050,108963.30560192131
2051,190637.84254344384
2052,399612.08679538616
2053,135849.2622927637
2054,143281.1507393936
2055,118467.76117260773
2056,309803.71575819975
2057,107632.7112796985
2058,202544.0903653273
2059,186215.62683140318
2060,165575.86102291456
2061,246704.87469203238
2062,128537.43563038496
2063,225492.62169205482
2064,159077.19207985868
2065,226676.40513926928
2066,212817.07365266423
2067,146560.73954886344
2068,160914.79419052074
2069,287018.399174456
2070,125954.64304963572
2071,347953.5277834178
2072,150007.1218141593
2073,244998.08776037878
2074,131944.51707120132
2075,89390.54948401317
2076,142946.27277232002
2077,180253.75684273508
2078,119944.4604451289
2079,346879.2826092656
2080,316697.8159516074
2081,89164.89185453026
2082,206151.72961662442
2083,136747.5741952754
2084,170445.7157512489
2085,168404.72484218434
2086,142853.0715190305
2087,143608.86548766596
2088,158611.86356556969
2089,176657.72331438737
2090,156191.94249256433
2091,130839.72381555324
2092,246525.91740674802
2093,176668.06342624713
2094,134493.88124133684
2095,142933.97076098883
2096,177722.204892305
2097,87797.6308179195
2098,117340.9734440944
2099,101635.6743240501
2100,275487.80841207295
2101,276795.4576652392
2102,227997.72094320413
2103,332882.51101659966
2104,157446.21784751932
2105,342084.1293241361
2106,133523.96980903926
2107,109597.68673833527
2108,142104.66149445478
2109,164127.09694064205
2110,89457.74239019373
2111,192939.905919105
2112,129621.33624389666
2113,194522.83533448842
2114,134555.8580511281
2115,352199.1357475072
2116,102283.88876094116
2117,139879.94161784864
2118,164697.91656287736
2119,138988.6264849519
2120,161755.0871932225
2121,208579.94617216452
2122,344112.7549706577
2123,159844.3668175415
2124,143155.6799352468
2125,367181.77553823707
2126,239112.93149002816
2127,190750.09216097702
2128,196368.12145200354
2129,169125.41169287666
2130,111486.01359823358
2131,175498.9137387507
2132,113034.54940713776
2133,163806.29993496
2134,206486.7550995021
2135,146067.55420056768
2136,157417.8141369188
2137,150971.28554305105
2138,109116.54014501793
2139,337885.30663341196
2140,134041.7684595435
2141,130887.65405973318
2142,137982.19263360993
2143,168202.0441514552
2144,317592.79984818475
2145,216779.06267069548
2146,236759.56476607203
2147,209473.15787899404
2148,157900.12681215297
2149,247357.3557815218
2150,180517.13776603426
2151,143866.89920938716
2152,417020.1678552558
2153,264886.6520337352
2154,121711.78688970386
2155,139790.4792233962
2156,161058.21779096487
2157,100042.71603400372
2158,127017.74979452936
2159,128553.38194970599
2160,193776.2381772293
2161,319943.10230615473
2162,163242.22031681612
2163,333193.28668427217
2164,156883.48894002952
2165,213539.67642371132
2166,93077.50406618738
2167,247390.0758963909
2168,225390.82199412023
2169,177203.54848713693
2170,118219.309430181
2171,93029.75024003873
2172,109283.44844521556
2173,208487.74852361873
2174,119239.51919521138
2175,174501.02770732157
2176,157632.20932991776
2177,213182.47565382777
2178,154632.968847438
2179,280359.3310841279
2180,129310.34992970427
2181,272596.563408449
2182,143461.08637741927
2183,118150.74720149353
2184,131940.90358091614
2185,351740.7715329381
2186,119563.91764147392
2187,203722.21150337797
2188,190822.13998697582
2189,159906.14025567737
2190,107975.44106949239
2191,269541.7685361323
2192,178195.94882299268
2193,238125.57683532324
2194,137005.47732793159
2195,118521.85304314794
2196,174422.80870887873
2197,96010.69900453743
2198,248773.19147178708
2199,149391.26024262744
2200,201149.20271299797
2201,137944.18816232213
2202,128479.87720162101
2203,184183.40707434792
2204,166380.85388225666
2205,210713.64072307394
2206,292223.06722773524
2207,238531.3405701961
2208,255381.53156901355
2209,236128.9918307392
2210,120023.41278373239
2211,96110.70535192465
2212,169810.22875400243
2213,190019.16716021163
2214,286175.5148743268
2215,141818.22925950185
2216,165585.34152691625
2217,226029.89838185173
2218,156775.51361161107
2219,167768.2942601317
2220,312443.65186288336
2221,123114.5298996814
2222,126259.23252747036
2223,191811.2639808679
2224,317018.55725592515
2225,237246.33382957533
2226,283023.3182893151
2227,191339.3393634198
2228,167388.6013077137
2229,229239.95735102482
2230,364262.7824722132
2231,136424.70435100992
2232,117727.47003599726
2233,139140.1328656819
2234,122833.79275065802
2235,328925.13903978857
2236,165040.9368661779
2237,228588.4071705887
2238,138168.05580944012
2239,154126.74340783813
2240,144317.84027159802
2241,174408.94098259998
2242,177209.66176348535
2243,202428.7907321902
2244,152881.04745398037
2245,140071.51116498385
2246,158118.3782146489
2247,144777.7810808437
2248,238157.13531123812
2249,109684.69876312406
2250,194684.38034440152
2251,173699.30600231618
2252,147740.29961411195
2253,239701.81598646007
2254,235572.7199213802
2255,202143.7629696779
2256,168760.79537728126
2257,143937.93123358878
2258,115939.86989526036
2259,409531.32630695426
2260,155304.29783886627
2261,190559.25906153966
2262,126777.53908889128
2263,179259.89816516542
2264,396518.15930382727
2265,129355.05279709082
2266,203833.09571738768
2267,129174.74314748804
2268,183367.99259477548
2269,147710.68101907297
2270,134721.73664461134
2271,161452.8780246657
2272,143957.1113715493
2273,103231.3564950023
2274,150970.98935283686
2275,113685.53606270412
2276,223092.16920774392
2277,129776.38601897184
2278,284656.16419092525
2279,144282.6044442137
2280,197767.09442097787
2281,193375.38664290923
2282,104693.8206795444
2283,197510.38945261805
2284,139429.60348464313
2285,244725.18094524962
2286,398583.2555734343
2287,104792.57703105292
2288,199037.72130591114
2289,165857.7958785284
2290,159797.55706685575
2291,163499.6594313436
2292,155013.76553045705
2293,215541.0998132691
2294,159827.93819949933
2295,140857.2821760999
2296,134510.0216058702
2297,149081.02359829805
2298,101281.59843262071
2299,141180.95511478494
2300,122704.16627646331
2301,141024.01793039957
2302,158649.64960514317
2303,151480.37642078672
2304,133969.97743410946
2305,164226.3747406299
2306,181674.64801511506
2307,198565.41248725742
2308,126866.67869666698
2309,192359.89139107094
2310,183687.90472079962
2311,143202.08565624373
2312,214952.75155704893
2313,161532.53880523893
2314,169182.0157180569
2315,168319.6627256492
2316,132015.3842071275
2317,143250.39467572552
2318,168508.2837272697
2319,170011.8420908452
2320,208953.30856655596
2321,163256.86653885583
2322,141077.8558071339
2323,148939.81321298532
2324,138072.91703971752
2325,197116.8782394115
2326,138008.6898017946
2327,262731.1829702079
2328,136638.37163259336
2329,171336.10460510562
2330,233704.25345503516
2331,106236.37405510791
2332,185468.8527332878
2333,117077.66792898925
2334,134010.81284961765
2335,102689.67548900787
2336,281219.0847150759
2337,136229.14057430756
2338,367859.65078643075
2339,146664.40670914046
2340,129042.14847110536
2341,152559.77614488025
2342,206312.44473156237
2343,177246.52052714519
2344,140820.63020733633
2345,119851.4888249943
2346,312773.1429484685
2347,159720.21157374635
2348,129011.69946007553
2349,303757.9934942839
2350,169685.76659362382
2351,120090.80742600575
2352,170804.74773353338
2353,139725.22267176065
2354,155016.10591638667
2355,139732.97411558227
2356,162583.6201210775
2357,101938.80161974026
2358,146310.12038982322
2359,413202.8381363902
2360,136175.3448489383
2361,114369.73735699756
2362,141673.6633647016
2363,182183.93192100816
2364,232526.77532662722
2365,124314.53694413256
2366,131947.30594354778
2367,264804.33363086137
2368,227192.9660286009
2369,131839.38383651956
2370,177533.79030199454
2371,150653.78137397
2372,144962.50267440488
2373,103521.41697328005
2374,164616.8557768428
2375,150479.8487703587
2376,95381.90528017344
2377,84096.68667769563
2378,137669.89197937987
2379,260399.02068256284
2380,176414.55216673086
2381,190708.21405620396
2382,158897.46584998074
2383,177234.99579033192
2384,192288.2327660451
2385,188840.81284814965
2386,155165.33588081214
2387,313557.60256134707
2388,206772.31506126816
2389,253400.8535341777
2390,236204.5819306936
2391,240976.8471623627
2392,122578.8937145232
2393,363477.7068765268
2394,215983.26915774148
2395,230235.31154708564
2396,97791.49983588215
2397,189089.10247055025
2398,238012.7288074758
2399,235204.86015601913
2400,227625.8016074386
2401,171424.43597477098
2402,234974.30353459713
2403,151886.09859081806
2404,149114.6168759202
2405,144639.9539805062
2406,153844.11335463426
2407,144254.7755224718
2408,291911.86428585614
2409,205966.86808443166
2410,169379.42214037097
2411,128703.94685280162
2412,123714.81900757669
2413,126282.98819619323
2414,176036.98994013976
2415,123657.57338167568
2416,160909.43300045538
2417,134086.11950035585
2418,134052.4339048007
2419,193686.62609664735
2420,166025.47551858006
2421,114185.84390018007
2422,211295.5457097244
2423,166619.22874862843
2424,303207.67144805985
2425,216906.98367694524
2426,176849.26336090497
2427,133978.6642414699
2428,133794.01122969456
2429,83110.51650154615
2430,126788.46386571851
2431,92040.40875960315
2432,178367.34423360552
2433,122739.50777545635
2434,199627.11825680375
2435,197838.36951190035
2436,163319.0182552206
2437,92577.78358204378
2438,196426.1203190385
2439,117676.32835035019
2440,138951.66905289353
2441,170091.12304177773
2442,318162.0273679043
2443,180985.2196422122
2444,271036.79172310606
2445,144086.49253656392
2446,129767.85837441856
2447,136804.42865013314
2448,378672.8483855618
2449,193568.42348728853
2450,192438.0325522042
2451,317400.67019055446
2452,212198.01572539323
2453,187677.1672349159
2454,176252.3926317663
2455,347313.44746743486
2456,110774.37231820937
2457,135464.02016510646
2458,171305.1183215825
2459,104059.86105023365
2460,192350.46179498694
2461,93703.3157869279
2462,97928.29834422942
2463,255512.84454740759
2464,149650.12027414603
2465,197177.23861391627
2466,136941.66018646405
2467,180781.7177272372
2468,94989.50874146569
2469,232477.2018288656
2470,123719.37814265123
2471,121739.15097165595
2472,127161.49016768344
2473,143837.1149743207
2474,110457.29969006167
2475,126814.62134356167
2476,215292.88887822453
2477,221619.51732037394
2478,226341.06732283058
2479,175655.12870719572
2480,199133.8956211916
2481,151889.90785719123
2482,192951.4971979091
2483,111389.4664505105
2484,196886.9291475334
2485,319662.38564128184
2486,124163.05222339055
2487,151174.08464988015
2488,298580.0853637147
2489,124515.0673981781
2490,112452.17019244056
2491,137314.10421703974
2492,234571.33674159792
2493,321398.88728807366
2494,239000.05175089726
2495,111468.86747031342
2496,90805.92659205045
2497,331576.00076100905
2498,266849.51929136564
2499,103222.71199337514
2500,95002.25012596064
2501,167764.255433317
2502,168781.405960267
2503,180435.1001552893
2504,251529.1366973006
2505,316537.07545020035
2506,155092.50340672923
2507,404585.9530570075
2508,142246.75064126065
2509,155489.00106548748
2510,101412.43834153895
2511,186077.8729295703
2512,189773.73937049083
2513,176162.91464933738
2514,153774.79081709337
2515,260815.70328894473
2516,176902.273302785
2517,196291.3554268353
2518,216853.17593026324
2519,360553.50113388826
2520,180777.95993353383
2521,219894.1384244683
2522,137004.59016132896
2523,140113.3986703957
2524,131624.61698170734
2525,153028.25600095594
2526,266630.46314207494
2527,177712.80882629074
2528,163985.13026739293
2529,184171.78066289675
2530,124235.58374671219
2531,132452.04400083225
2532,160685.7797728803
2533,128386.93198538883
2534,162250.1233034665
2535,202262.77790129007
2536,184924.8332280753
2537,167847.46140766295
2538,140310.39413457175
2539,143703.68300756157
2540,132507.99555637196
2541,160603.18046277107
2542,131900.78695482545
2543,198259.65988080562
2544,154314.30394579208
2545,181302.3802292821
2546,146364.6289567795
2547,96376.8523454438
2548,261722.68072652988
2549,167672.8588619019
2550,225289.9729804017
2551,96822.22456937144
2552,160765.94061201878
2553,158373.93813287225
2554,141868.54901953673
2555,123415.00858372005
2556,178940.00338669185
2557,114280.56036003289
2558,197793.38586793904
2559,110926.50480653174
2560,194829.62186168693
2561,82026.41852139059
2562,124086.32068764544
2563,136526.012453046
2564,140322.83322988887
2565,122062.96066435924
2566,308454.6419265827
2567,201394.72191372517
2568,235809.9298895471
2569,178297.8604993818
2570,303101.348361669
2571,179420.4055868087
2572,206535.4410852489
2573,122380.51585523097
2574,130105.95362778353
2575,121669.90410318221
2576,303557.9136734781
2577,202719.21996861382
2578,136219.12043533922
2579,139099.74979828674
2580,128700.06527801564
2581,116083.74050757915
2582,223727.85680176056
2583,104088.70939560216
2584,102481.29921376494
2585,174064.38336465947
2586,119314.55278089685
2587,206151.94346657302
2588,240291.2519327599
2589,225018.4005462455
2590,137868.01758326634
2591,170076.82172153593
2592,115104.55344083864
2593,144007.32883684372
2594,241921.95511110817
2595,178509.66965538316
2596,103353.59893454138
2597,128587.58118289657
2598,94624.52448635828
2599,189560.1609995291
2600,130074.97167825793
2601,128613.8108700198
2602,176103.13663968435
2603,344226.8688902671
2604,111918.13053548158
2605,87282.6176084183
2606,135767.51510438885
2607,175878.99522490145
2608,173394.2458174214
2609,133229.64176572245
2610,159684.7597453994
2611,118481.20481508915
2612,163599.19246837575
2613,192358.80270057495
2614,124839.21787765942
2615,203566.0197540282
2616,187160.85267705325
2617,161023.51976634198
2618,200030.55208127294
2619,252426.71760544524
2620,188105.68745391467
2621,159402.95128235754
2622,197595.98799333893
2623,131038.17768414252
2624,139827.31452765412
2625,183085.1063986886
2626,221861.80510697636
2627,262721.92051765096
2628,187355.94147982702
2629,204496.0536957816
2630,408835.30563665845
2631,146674.65175100716
2632,156869.91234127834
2633,162564.78107374723
2634,173355.55633661768
2635,196394.42136782964
2636,307977.8725023834
2637,126828.48822767574
2638,116231.21939798495
2639,117133.1439767633
2640,108803.76587106482
2641,248762.18408497996
2642,286236.95519676903
2643,414143.65219856915
2644,134744.1456756952
2645,190499.4883034357
2646,123534.16001869796
2647,139295.51472698915
2648,289174.41165101173
2649,191623.83380084182
2650,196405.93298461498
2651,188619.5189329979
2652,200796.58467146519
2653,131032.01798533497
2654,166707.66711503975
2655,133568.34515654526
2656,172494.08331370482
2657,222558.18943353865
2658,161312.90120312115
2659,184876.59567264718
2660,151779.06211187041
2661,112158.7580872055
2662,202283.9268220247
2663,118064.86446763242
2664,221332.74464473897
2665,147362.50563211815
2666,267880.8863478015
2667,127077.74267152502
2668,195217.44180219065
2669,139492.4797673059
2670,277474.43306117656
2671,195418.5761004399
2672,213491.59765677605
2673,96607.8233877189
2674,116343.81538825331
2675,129929.7945405537
2676,119092.09587206843
2677,151835.18485936365
2678,229960.2459778683
2679,81193.55060621932
2680,104085.6809895088
2681,118957.23894230295
2682,133285.79762426
2683,153856.4893581488
2684,157558.10436124456
2685,193070.40797750137
2686,130660.97890700147
2687,211525.77715475328
2688,137102.58859211602
2689,355418.7738661538
2690,146095.91569647676
2691,183472.07655301547
2692,141820.7421981015
2693,115124.85070053821
2694,145535.29999916125
2695,132224.9642901632
2696,136831.12120843423
2697,176390.04039088733
2698,222706.33704912063
2699,152445.6080484495
2700,234166.83215636804
2701,209319.44952217015
2702,229570.07538287062
2703,175543.35345468626
2704,398261.9260367045
2705,200508.39755406723
2706,185568.81396457792
2707,191469.52543566478
2708,162855.7671452422
2709,166015.62805579096
2710,122092.22503132185
2711,253992.7035740086
2712,191515.44430650942
2713,125055.63438782675
2714,246690.33221228118
2715,182010.679836298
2716,129346.28823192412
2717,320508.50351100863
2718,102609.08736005345
2719,176474.9731384415
2720,146735.70109243193
2721,182837.45501162298
2722,132268.70350345815
2723,145505.35711485794
2724,170442.54077475253
2725,175077.2862180711
2726,168195.0622829092
2727,179480.47217711757
2728,387134.7031608663
2729,329411.62337943073
2730,143650.46475993775
2731,220751.6966856489
2732,175485.65385017052
2733,128137.50445184708
